param wind_avail : A	B	C	D	E	F	G	H	I	J	K :=
4041	0.436	0.417	0.363	0.861	0.509	0.0	0.0	0.0	0.0	0.693	1.0
4042	0.79	0.572	0.334	0.83	0.644	0.0	0.0	0.0	0.0	0.85	1.0
4043	0.887	0.684	0.448	0.907	0.801	0.0	0.0	0.0	0.0	0.91	1.0
4044	0.823	0.758	0.788	0.846	0.777	0.0	0.0	0.0	0.0	0.966	1.0
4045	0.819	0.65	0.399	0.866	0.791	0.0	0.0	0.0	0.0	0.993	1.0
4046	0.949	0.729	0.632	0.759	0.91	0.0	0.0	0.0	0.0	1.0	1.0
4047	0.987	0.868	0.823	0.935	0.474	0.0	0.0	0.0	0.0	1.0	1.0
4048	0.956	0.451	0.68	0.936	0.994	0.0	0.0	0.0	0.0	1.0	1.0
4049	0.984	0.829	0.756	0.991	0.98	0.0	0.0	0.0	0.0	1.0	1.0
4050	0.62	0.425	0.682	0.639	0.948	0.0	0.0	0.0	0.0	1.0	1.0
4051	1.0	0.837	0.41	0.694	0.986	0.0	0.0	0.0	0.0	1.0	1.0
4052	0.409	0.355	0.851	0.996	0.852	0.0	0.0	0.0	0.0	1.0	1.0
4053	0.706	0.883	0.143	0.92	0.664	0.0	0.0	0.0	0.0	1.0	1.0
4054	0.757	0.701	0.329	0.52	0.979	0.0	0.0	0.0	0.0	1.0	1.0
4055	0.555	0.689	0.506	0.487	0.752	0.0	0.0	0.0	0.0	1.0	1.0
4056	0.46	0.61	0.576	0.601	0.673	0.0	0.0	0.0	0.0	1.0	0.745
4057	0.295	0.78	0.707	0.428	0.852	0.0	0.0	0.0	0.0	1.0	0.988
4058	0.597	0.65	0.801	0.321	0.457	0.0	0.0	0.0	0.0	1.0	1.0
4059	0.362	0.437	0.65	0.379	0.427	0.0	0.0	0.0	0.0	1.0	1.0
4060	0.374	0.571	0.672	0.498	0.491	0.0	0.0	0.0	0.0	0.646	1.0
4061	0.306	0.737	0.842	0.595	0.436	0.0	0.0	0.0	0.0	0.867	1.0
4062	0.566	0.462	0.709	0.583	0.646	0.0	0.0	0.0	0.0	0.846	1.0
4063	0.23	0.552	0.442	0.431	0.781	0.0	0.0	0.0	0.0	0.798	1.0
4064	0.168	0.271	0.302	0.254	0.381	0.0	0.0	0.0	0.0	0.66	0.977
4065	0.167	0.122	0.169	0.265	0.224	0.0	0.0	0.0	0.0	0.29	0.815
4066	0.181	0.104	0.129	0.315	0.18	0.0	0.0	0.0	0.0	0.327	0.735
4067	0.143	0.059	0.119	0.348	0.142	0.0	0.0	0.0	0.0	0.546	0.792
4068	0.133	0.076	0.223	0.348	0.259	0.0	0.0	0.0	0.0	0.355	0.435
4069	0.085	0.09	0.179	0.287	0.254	0.0	0.0	0.0	0.0	0.29	0.133
4070	0.069	0.048	0.105	0.331	0.306	0.0	0.0	0.0	0.0	0.175	0.0
4071	0.085	0.045	0.093	0.292	0.238	0.0	0.0	0.0	0.0	0.026	0.0
4072	0.097	0.042	0.108	0.34	0.242	0.0	0.0	0.0	0.0	0.0	0.059
4073	0.087	0.046	0.108	0.268	0.194	0.0	0.0	0.0	0.0	0.0	0.087
4074	0.06	0.039	0.112	0.293	0.163	0.0	0.0	0.0	0.0	0.0	0.086
4075	0.044	0.025	0.075	0.16	0.148	0.0	0.0	0.0	0.0	0.0	0.068
4076	0.016	0.02	0.051	0.154	0.073	0.0	0.0	0.0	0.0	0.0	0.072
4077	0.001	0.017	0.074	0.16	0.157	0.0	0.0	0.0	0.0	0.0	0.089
4078	0.002	0.042	0.077	0.173	0.247	0.0	0.0	0.0	0.0	0.017	0.092
4079	0.005	0.06	0.08	0.159	0.096	0.0	0.0	0.0	0.0	0.325	0.155
4080	0.01	0.064	0.022	0.164	0.032	0.0	0.0	0.0	0.0	0.31	0.203
4081	0.009	0.023	0.002	0.147	0.012	0.0	0.0	0.0	0.0	0.306	0.12
4082	0.001	0.014	0.0	0.166	0.014	0.0	0.0	0.0	0.0	0.313	0.082
4083	0.0	0.012	0.0	0.227	0.005	0.0	0.0	0.0	0.0	0.2	0.063
4084	0.0	0.028	0.0	0.207	0.0	0.0	0.0	0.0	0.0	0.147	0.071
4085	0.005	0.055	0.0	0.275	0.0	0.0	0.0	0.0	0.0	0.159	0.042
4086	0.001	0.048	0.0	0.353	0.0	0.0	0.0	0.0	0.0	0.25	0.01
4087	0.0	0.005	0.0	0.431	0.003	0.0	0.0	0.0	0.0	0.176	0.0
4088	0.0	0.001	0.0	0.27	0.097	0.0	0.0	0.0	0.0	0.082	0.0
4089	0.0	0.0	0.0	0.174	0.018	0.0	0.0	0.0	0.0	0.041	0.001
4090	0.003	0.001	0.0	0.229	0.017	0.0	0.0	0.0	0.0	0.001	0.0
4091	0.0	0.0	0.0	0.293	0.028	0.0	0.0	0.0	0.0	0.0	0.038
4092	0.013	0.0	0.0	0.38	0.021	0.0	0.0	0.0	0.0	0.006	0.13
4093	0.0	0.0	0.0	0.396	0.029	0.0	0.0	0.0	0.0	0.055	0.211
4094	0.0	0.0	0.0	0.34	0.03	0.0	0.0	0.0	0.0	0.088	0.339
4095	0.0	0.0	0.004	0.357	0.052	0.0	0.0	0.0	0.0	0.125	0.476
4096	0.03	0.0	0.006	0.395	0.102	0.0	0.0	0.0	0.0	0.312	0.62
4097	0.0	0.0	0.009	0.407	0.121	0.0	0.0	0.0	0.0	0.598	0.747
4098	0.0	0.0	0.002	0.318	0.111	0.0	0.0	0.0	0.0	0.747	0.849
4099	0.0	0.0	0.0	0.396	0.129	0.0	0.0	0.0	0.0	0.863	0.862
4100	0.0	0.0	0.0	0.37	0.139	0.0	0.0	0.0	0.0	0.9	0.914
4101	0.0	0.0	0.035	0.496	0.245	0.0	0.0	0.0	0.0	0.896	0.937
4102	0.0	0.001	0.04	0.477	0.288	0.0	0.0	0.0	0.0	0.891	0.934
4103	0.0	0.001	0.009	0.125	0.327	0.0	0.0	0.0	0.0	0.908	0.943
4104	0.0	0.01	0.008	0.039	0.413	0.0	0.0	0.0	0.0	0.54	0.911
4105	0.043	0.074	0.004	0.177	0.35	0.0	0.0	0.0	0.0	0.185	0.916
4106	0.075	0.08	0.003	0.097	0.259	0.0	0.0	0.0	0.0	0.139	0.778
4107	0.094	0.187	0.045	0.173	0.338	0.0	0.0	0.0	0.0	0.253	0.609
4108	0.075	0.243	0.089	0.064	0.385	0.0	0.0	0.0	0.0	0.162	0.329
4109	0.088	0.319	0.113	0.088	0.459	0.0	0.0	0.0	0.0	0.1	0.378
4110	0.058	0.321	0.098	0.237	0.512	0.0	0.0	0.0	0.0	0.123	0.004
4111	0.063	0.339	0.132	0.186	0.219	0.0	0.0	0.0	0.0	0.118	0.0
4112	0.005	0.053	0.04	0.064	0.047	0.0	0.0	0.0	0.0	0.154	0.023
4113	0.006	0.062	0.073	0.06	0.075	0.0	0.0	0.0	0.0	0.313	0.075
4114	0.001	0.048	0.069	0.01	0.071	0.0	0.0	0.0	0.0	0.326	0.058
4115	0.041	0.094	0.118	0.025	0.094	0.0	0.0	0.0	0.0	0.264	0.094
4116	0.037	0.058	0.123	0.019	0.073	0.0	0.0	0.0	0.0	0.15	0.132
4117	0.05	0.061	0.08	0.042	0.064	0.0	0.0	0.0	0.0	0.093	0.255
4118	0.082	0.036	0.074	0.024	0.097	0.0	0.0	0.0	0.0	0.052	0.24
4119	0.161	0.074	0.162	0.038	0.148	0.0	0.0	0.0	0.0	0.036	0.15
4120	0.135	0.111	0.197	0.014	0.176	0.0	0.0	0.0	0.0	0.0	0.146
4121	0.231	0.103	0.186	0.029	0.197	0.0	0.0	0.0	0.0	0.001	0.469
4122	0.252	0.157	0.196	0.023	0.217	0.0	0.0	0.0	0.0	0.0	0.592
4123	0.172	0.131	0.228	0.019	0.213	0.0	0.0	0.0	0.0	0.022	0.449
4124	0.226	0.207	0.201	0.008	0.2	0.0	0.0	0.0	0.0	0.06	0.286
4125	0.364	0.4	0.272	0.023	0.355	0.0	0.0	0.0	0.0	0.042	0.39
4126	0.475	0.467	0.274	0.0	0.378	0.0	0.0	0.0	0.0	0.167	0.136
4127	0.396	0.729	0.573	0.002	0.243	0.0	0.0	0.0	0.0	0.125	0.129
4128	0.424	0.732	0.467	0.0	0.134	0.0	0.0	0.0	0.0	0.065	0.026
4129	0.321	0.687	0.241	0.0	0.078	0.0	0.0	0.0	0.0	0.052	0.012
4130	0.237	0.524	0.417	0.0	0.078	0.0	0.0	0.0	0.0	0.069	0.012
4131	0.3	0.698	0.261	0.0	0.063	0.0	0.0	0.0	0.0	0.157	0.055
4132	0.332	0.712	0.195	0.007	0.062	0.0	0.0	0.0	0.0	0.258	0.102
4133	0.405	0.763	0.198	0.08	0.07	0.0	0.0	0.0	0.0	0.306	0.143
4134	0.693	0.64	0.158	0.154	0.065	0.0	0.0	0.0	0.0	0.439	0.15
4135	0.837	0.657	0.12	0.187	0.066	0.0	0.0	0.0	0.0	0.54	0.163
4136	0.772	0.434	0.086	0.112	0.02	0.0	0.0	0.0	0.0	0.609	0.182
4137	0.741	0.173	0.043	0.126	0.018	0.0	0.0	0.0	0.0	0.49	0.173
4138	0.55	0.154	0.048	0.047	0.024	0.0	0.0	0.0	0.0	0.541	0.156
4139	0.625	0.151	0.082	0.021	0.033	0.0	0.0	0.0	0.0	0.634	0.19
4140	0.406	0.184	0.051	0.0	0.011	0.0	0.0	0.0	0.0	0.59	0.208
4141	0.172	0.109	0.038	0.0	0.014	0.0	0.0	0.0	0.0	0.499	0.163
4142	0.133	0.031	0.035	0.0	0.01	0.0	0.0	0.0	0.0	0.532	0.15
4143	0.297	0.119	0.096	0.0	0.01	0.0	0.0	0.0	0.0	0.398	0.176
4144	0.476	0.179	0.185	0.0	0.004	0.0	0.0	0.0	0.0	0.323	0.118
4145	0.462	0.17	0.194	0.0	0.019	0.0	0.0	0.0	0.0	0.593	0.251
4146	0.994	0.463	0.293	0.0	0.021	0.0	0.0	0.0	0.0	0.564	0.216
4147	0.925	0.461	0.299	0.007	0.029	0.0	0.0	0.0	0.0	0.442	0.43
4148	0.762	0.298	0.242	0.053	0.035	0.0	0.0	0.0	0.0	0.347	0.677
4149	0.777	0.737	0.481	0.217	0.076	0.0	0.0	0.0	0.0	0.42	0.462
4150	0.822	0.764	0.512	0.195	0.203	0.0	0.0	0.0	0.0	0.576	0.404
4151	0.923	0.599	0.593	0.35	0.339	0.0	0.0	0.0	0.0	0.514	0.498
4152	0.866	0.549	0.633	0.542	0.26	0.0	0.0	0.0	0.0	0.443	0.568
4153	0.89	0.631	0.586	0.457	0.729	0.0	0.0	0.0	0.0	0.535	0.541
4154	0.972	0.736	0.696	0.285	0.429	0.0	0.0	0.0	0.0	0.586	0.723
4155	0.971	0.662	0.548	0.596	0.426	0.0	0.0	0.0	0.0	0.665	0.733
4156	0.922	0.692	0.391	0.594	0.482	0.0	0.0	0.0	0.0	0.497	0.548
4157	0.916	0.641	0.434	0.467	0.625	0.0	0.0	0.0	0.0	0.394	0.537
4158	0.8	0.706	0.444	0.362	0.559	0.0	0.0	0.0	0.0	0.425	0.544
4159	0.676	0.558	0.245	0.251	0.422	0.0	0.0	0.0	0.0	0.503	0.723
4160	0.695	0.434	0.293	0.3	0.301	0.0	0.0	0.0	0.0	0.347	0.803
4161	0.525	0.433	0.317	0.362	0.316	0.0	0.0	0.0	0.0	0.366	0.489
4162	0.691	0.398	0.334	0.382	0.352	0.0	0.0	0.0	0.0	0.773	0.635
4163	0.172	0.169	0.301	0.215	0.47	0.0	0.0	0.0	0.0	0.553	0.621
4164	0.219	0.153	0.196	0.336	0.577	0.0	0.0	0.0	0.0	0.206	0.43
4165	0.289	0.206	0.227	0.204	0.532	0.0	0.0	0.0	0.0	0.08	0.352
4166	0.171	0.088	0.132	0.053	0.338	0.0	0.0	0.0	0.0	0.037	0.344
4167	0.002	0.036	0.085	0.001	0.398	0.0	0.0	0.0	0.0	0.0	0.474
4168	0.001	0.031	0.057	0.001	0.242	0.0	0.0	0.0	0.0	0.0	0.079
4169	0.048	0.002	0.001	0.0	0.132	0.0	0.0	0.0	0.0	0.001	0.0
4170	0.0	0.0	0.011	0.015	0.087	0.0	0.0	0.0	0.0	0.001	0.077
4171	0.002	0.0	0.019	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.216
4172	0.023	0.171	0.156	0.0	0.08	0.0	0.0	0.0	0.0	0.001	0.108
4173	0.004	0.086	0.327	0.0	0.113	0.0	0.0	0.0	0.0	0.004	0.0
4174	0.003	0.126	0.282	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.016
4175	0.0	0.065	0.224	0.0	0.613	0.0	0.0	0.0	0.0	0.004	0.16
4176	0.122	0.043	0.089	0.023	0.84	0.0	0.0	0.0	0.0	0.0	0.094
4177	0.146	0.062	0.03	0.274	0.497	0.0	0.0	0.0	0.0	0.017	0.0
4178	0.11	0.019	0.003	0.085	0.258	0.0	0.0	0.0	0.0	0.0	0.0
4179	0.075	0.073	0.0	0.043	0.166	0.0	0.0	0.0	0.0	0.0	0.007
4180	0.031	0.095	0.016	0.039	0.135	0.0	0.0	0.0	0.0	0.001	0.09
4181	0.006	0.086	0.005	0.012	0.101	0.0	0.0	0.0	0.0	0.0	0.057
4182	0.025	0.094	0.009	0.016	0.048	0.0	0.0	0.0	0.0	0.0	0.001
4183	0.009	0.059	0.003	0.056	0.032	0.0	0.0	0.0	0.0	0.011	0.0
4184	0.013	0.064	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.008	0.001
4185	0.07	0.002	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.047	0.0
4186	0.223	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.034
4187	0.451	0.116	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.044	0.069
4188	0.36	0.069	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.014	0.14
4189	0.675	0.255	0.563	0.003	0.0	0.0	0.0	0.0	0.0	0.142	0.313
4190	0.8	0.462	0.099	0.013	0.0	0.0	0.0	0.0	0.0	0.452	0.444
4191	0.321	0.375	0.151	0.052	0.022	0.0	0.0	0.0	0.0	0.571	0.646
4192	0.125	0.46	0.099	0.013	0.044	0.0	0.0	0.0	0.0	0.69	0.603
4193	0.227	0.096	0.236	0.0	0.133	0.0	0.0	0.0	0.0	0.951	0.603
4194	0.062	0.079	0.253	0.229	0.373	0.0	0.0	0.0	0.0	0.987	0.854
4195	0.236	0.246	0.199	0.091	0.308	0.0	0.0	0.0	0.0	0.989	0.989
4196	0.087	0.261	0.245	0.053	0.117	0.0	0.0	0.0	0.0	1.0	1.0
4197	0.062	0.138	0.311	0.154	0.23	0.0	0.0	0.0	0.0	1.0	1.0
4198	0.109	0.175	0.201	0.024	0.598	0.0	0.0	0.0	0.0	0.967	1.0
4199	0.08	0.135	0.172	0.0	0.243	0.0	0.0	0.0	0.0	0.892	0.966
4200	0.072	0.121	0.227	0.085	0.3	0.0	0.0	0.0	0.0	0.337	0.769
4201	0.081	0.193	0.122	0.075	0.253	0.0	0.0	0.0	0.0	0.001	0.911
4202	0.169	0.319	0.22	0.12	0.225	0.0	0.0	0.0	0.0	0.036	0.043
4203	0.166	0.128	0.19	0.144	0.341	0.0	0.0	0.0	0.0	0.436	0.002
4204	0.043	0.065	0.04	0.174	0.344	0.0	0.0	0.0	0.0	0.731	0.422
4205	0.047	0.057	0.172	0.16	0.197	0.0	0.0	0.0	0.0	0.731	0.384
4206	0.05	0.084	0.057	0.139	0.133	0.0	0.0	0.0	0.0	0.849	0.304
4207	0.08	0.077	0.046	0.054	0.123	0.0	0.0	0.0	0.0	0.859	0.448
4208	0.047	0.062	0.126	0.031	0.07	0.0	0.0	0.0	0.0	0.807	0.634
4209	0.051	0.119	0.178	0.037	0.111	0.0	0.0	0.0	0.0	0.701	0.583
4210	0.046	0.066	0.208	0.061	0.177	0.0	0.0	0.0	0.0	0.281	0.334
4211	0.05	0.069	0.229	0.264	0.262	0.0	0.0	0.0	0.0	0.456	0.181
4212	0.187	0.232	0.351	0.367	0.208	0.0	0.0	0.0	0.0	0.158	0.066
4213	0.171	0.189	0.349	0.476	0.221	0.0	0.0	0.0	0.0	0.645	0.122
4214	0.127	0.129	0.299	0.314	0.404	0.0	0.0	0.0	0.0	0.317	0.958
4215	0.104	0.114	0.252	0.481	0.437	0.0	0.0	0.0	0.0	0.066	0.618
4216	0.094	0.088	0.208	0.35	0.402	0.0	0.0	0.0	0.0	0.163	0.299
4217	0.099	0.065	0.151	0.352	0.347	0.0	0.0	0.0	0.0	0.212	0.16
4218	0.113	0.069	0.16	0.288	0.372	0.0	0.0	0.0	0.0	0.375	0.169
4219	0.065	0.042	0.101	0.189	0.404	0.0	0.0	0.0	0.0	0.532	0.224
4220	0.044	0.059	0.065	0.212	0.132	0.0	0.0	0.0	0.0	0.49	0.142
4221	0.133	0.098	0.059	0.117	0.097	0.0	0.0	0.0	0.0	0.711	0.112
4222	0.126	0.066	0.017	0.137	0.074	0.0	0.0	0.0	0.0	0.623	0.09
4223	0.183	0.051	0.001	0.004	0.034	0.0	0.0	0.0	0.0	0.574	0.018
4224	0.126	0.074	0.012	0.03	0.002	0.0	0.0	0.0	0.0	0.352	0.019
4225	0.151	0.064	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.055	0.01
4226	0.194	0.173	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.113	0.0
4227	0.344	0.18	0.0	0.042	0.0	0.0	0.0	0.0	0.0	0.174	0.001
4228	0.407	0.18	0.001	0.048	0.0	0.0	0.0	0.0	0.0	0.114	0.001
4229	0.35	0.181	0.002	0.021	0.0	0.0	0.0	0.0	0.0	0.068	0.001
4230	0.447	0.248	0.006	0.01	0.0	0.0	0.0	0.0	0.0	0.059	0.0
4231	0.53	0.288	0.01	0.068	0.0	0.0	0.0	0.0	0.0	0.072	0.0
4232	0.402	0.28	0.016	0.004	0.0	0.0	0.0	0.0	0.0	0.086	0.0
4233	0.159	0.189	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0
4234	0.043	0.116	0.085	0.002	0.0	0.0	0.0	0.0	0.0	0.078	0.0
4235	0.03	0.043	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0
4236	0.005	0.021	0.019	0.002	0.0	0.0	0.0	0.0	0.0	0.079	0.0
4237	0.018	0.015	0.024	0.001	0.0	0.0	0.0	0.0	0.0	0.073	0.014
4238	0.039	0.008	0.026	0.001	0.0	0.0	0.0	0.0	0.0	0.068	0.069
4239	0.016	0.028	0.045	0.012	0.0	0.0	0.0	0.0	0.0	0.091	0.155
4240	0.046	0.013	0.058	0.023	0.0	0.0	0.0	0.0	0.0	0.138	0.267
4241	0.05	0.039	0.046	0.015	0.003	0.0	0.0	0.0	0.0	0.203	0.333
4242	0.085	0.081	0.165	0.021	0.012	0.0	0.0	0.0	0.0	0.245	0.302
4243	0.127	0.099	0.125	0.044	0.061	0.0	0.0	0.0	0.0	0.322	0.353
4244	0.177	0.087	0.187	0.051	0.059	0.0	0.0	0.0	0.0	0.424	0.456
4245	0.29	0.184	0.342	0.032	0.14	0.0	0.0	0.0	0.0	0.482	0.557
4246	0.739	0.621	0.342	0.0	0.102	0.0	0.0	0.0	0.0	0.443	0.658
4247	0.857	0.662	0.349	0.023	0.246	0.0	0.0	0.0	0.0	0.466	0.683
4248	0.901	0.521	0.09	0.04	0.289	0.0	0.0	0.0	0.0	0.517	0.672
4249	0.943	0.578	0.216	0.178	0.575	0.0	0.0	0.0	0.0	0.507	0.685
4250	0.934	0.673	0.27	0.391	0.64	0.0	0.0	0.0	0.0	0.466	0.685
4251	0.935	0.613	0.257	0.459	0.689	0.0	0.0	0.0	0.0	0.373	0.524
4252	0.869	0.665	0.343	0.466	0.874	0.0	0.0	0.0	0.0	0.323	0.467
4253	0.797	0.558	0.346	0.253	0.887	0.0	0.0	0.0	0.0	0.255	0.416
4254	0.636	0.483	0.313	0.217	0.842	0.0	0.0	0.0	0.0	0.306	0.436
4255	0.311	0.299	0.269	0.477	0.828	0.0	0.0	0.0	0.0	0.4	0.47
4256	0.433	0.277	0.242	0.18	0.384	0.0	0.0	0.0	0.0	0.432	0.436
4257	0.383	0.34	0.243	0.074	0.399	0.0	0.0	0.0	0.0	0.359	0.509
4258	0.322	0.177	0.271	0.031	0.635	0.0	0.0	0.0	0.0	0.426	0.561
4259	0.641	0.38	0.215	0.021	0.43	0.0	0.0	0.0	0.0	0.569	0.494
4260	0.584	0.47	0.531	0.057	0.387	0.0	0.0	0.0	0.0	0.73	0.553
4261	0.461	0.689	0.5	0.092	0.297	0.0	0.0	0.0	0.0	0.737	0.567
4262	0.378	0.457	0.448	0.307	0.386	0.0	0.0	0.0	0.0	0.815	0.771
4263	0.395	0.402	0.355	0.158	0.407	0.0	0.0	0.0	0.0	0.82	0.846
4264	0.385	0.195	0.212	0.195	0.372	0.0	0.0	0.0	0.0	0.882	0.829
4265	0.247	0.211	0.171	0.489	0.362	0.0	0.0	0.0	0.0	0.913	0.78
4266	0.17	0.192	0.113	0.267	0.415	0.0	0.0	0.0	0.0	0.967	0.87
4267	0.04	0.156	0.208	0.086	0.337	0.0	0.0	0.0	0.0	0.967	0.884
4268	0.0	0.04	0.235	0.719	0.098	0.0	0.0	0.0	0.0	0.982	0.869
4269	0.0	0.065	0.213	0.699	0.318	0.0	0.0	0.0	0.0	0.96	0.915
4270	0.0	0.069	0.241	0.75	0.436	0.0	0.0	0.0	0.0	0.972	0.955
4271	0.061	0.068	0.032	0.806	0.223	0.0	0.0	0.0	0.0	0.991	0.926
4272	0.036	0.007	0.11	0.647	0.261	0.0	0.0	0.0	0.0	0.991	0.953
4273	0.22	0.113	0.059	0.424	0.281	0.0	0.0	0.0	0.0	1.0	0.986
4274	0.108	0.141	0.07	0.123	0.36	0.0	0.0	0.0	0.0	1.0	1.0
4275	0.103	0.121	0.299	0.25	0.075	0.0	0.0	0.0	0.0	1.0	1.0
4276	0.065	0.116	0.251	0.16	0.136	0.0	0.0	0.0	0.0	1.0	0.999
4277	0.144	0.115	0.139	0.111	0.15	0.0	0.0	0.0	0.0	0.985	1.0
4278	0.28	0.032	0.072	0.023	0.019	0.0	0.0	0.0	0.0	0.997	1.0
4279	0.298	0.0	0.065	0.005	0.061	0.0	0.0	0.0	0.0	1.0	1.0
4280	0.054	0.168	0.048	0.0	0.039	0.0	0.0	0.0	0.0	1.0	1.0
4281	0.207	0.148	0.167	0.0	0.01	0.0	0.0	0.0	0.0	1.0	1.0
4282	0.083	0.072	0.093	0.0	0.053	0.0	0.0	0.0	0.0	1.0	1.0
4283	0.081	0.106	0.116	0.001	0.05	0.0	0.0	0.0	0.0	0.999	1.0
4284	0.115	0.074	0.128	0.005	0.047	0.0	0.0	0.0	0.0	1.0	1.0
4285	0.032	0.043	0.068	0.005	0.092	0.0	0.0	0.0	0.0	0.934	1.0
4286	0.121	0.145	0.101	0.006	0.13	0.0	0.0	0.0	0.0	0.861	1.0
4287	0.11	0.1	0.116	0.041	0.264	0.0	0.0	0.0	0.0	0.898	1.0
4288	0.096	0.131	0.064	0.06	0.253	0.0	0.0	0.0	0.0	0.95	1.0
4289	0.104	0.165	0.159	0.127	0.176	0.0	0.0	0.0	0.0	0.952	1.0
4290	0.144	0.212	0.145	0.012	0.085	0.0	0.0	0.0	0.0	0.983	1.0
4291	0.175	0.185	0.152	0.073	0.158	0.0	0.0	0.0	0.0	0.984	1.0
4292	0.2	0.166	0.026	0.181	0.328	0.0	0.0	0.0	0.0	0.974	0.907
4293	0.3	0.248	0.302	0.036	0.579	0.0	0.0	0.0	0.0	0.962	0.987
4294	0.537	0.436	0.285	0.256	0.689	0.0	0.0	0.0	0.0	0.893	0.995
4295	0.653	0.485	0.132	0.422	0.791	0.0	0.0	0.0	0.0	0.718	0.727
4296	0.405	0.447	0.154	0.583	0.762	0.0	0.0	0.0	0.0	0.242	0.727
4297	0.469	0.557	0.251	0.543	0.877	0.0	0.0	0.0	0.0	0.42	0.605
4298	0.417	0.293	0.148	0.396	0.757	0.0	0.0	0.0	0.0	0.485	0.366
4299	0.407	0.417	0.499	0.449	0.725	0.0	0.0	0.0	0.0	0.39	0.103
4300	0.371	0.431	0.437	0.606	0.73	0.0	0.0	0.0	0.0	0.301	0.024
4301	0.218	0.478	0.321	0.711	0.631	0.0	0.0	0.0	0.0	0.169	0.019
4302	0.271	0.248	0.252	0.564	0.715	0.0	0.0	0.0	0.0	0.164	0.045
4303	0.21	0.19	0.186	0.54	0.552	0.0	0.0	0.0	0.0	0.135	0.081
4304	0.081	0.142	0.123	0.303	0.389	0.0	0.0	0.0	0.0	0.063	0.081
4305	0.023	0.06	0.107	0.169	0.329	0.0	0.0	0.0	0.0	0.021	0.006
4306	0.006	0.035	0.104	0.225	0.354	0.0	0.0	0.0	0.0	0.045	0.0
4307	0.017	0.044	0.168	0.287	0.28	0.0	0.0	0.0	0.0	0.042	0.0
4308	0.031	0.081	0.183	0.221	0.194	0.0	0.0	0.0	0.0	0.033	0.019
4309	0.021	0.137	0.288	0.265	0.228	0.0	0.0	0.0	0.0	0.074	0.059
4310	0.001	0.097	0.221	0.245	0.229	0.0	0.0	0.0	0.0	0.088	0.093
4311	0.004	0.109	0.221	0.284	0.143	0.0	0.0	0.0	0.0	0.205	0.245
4312	0.001	0.064	0.171	0.325	0.146	0.0	0.0	0.0	0.0	0.431	0.484
4313	0.0	0.014	0.051	0.372	0.119	0.0	0.0	0.0	0.0	0.687	0.871
4314	0.0	0.006	0.071	0.379	0.136	0.0	0.0	0.0	0.0	0.959	0.993
4315	0.0	0.014	0.05	0.191	0.144	0.0	0.0	0.0	0.0	0.971	0.99
4316	0.0	0.04	0.019	0.292	0.348	0.0	0.0	0.0	0.0	0.803	0.974
4317	0.002	0.03	0.006	0.185	0.561	0.0	0.0	0.0	0.0	0.397	0.973
4318	0.0	0.042	0.009	0.451	0.503	0.0	0.0	0.0	0.0	0.118	0.957
4319	0.04	0.124	0.009	0.624	0.36	0.0	0.0	0.0	0.0	0.09	0.559
4320	0.212	0.125	0.0	0.392	0.109	0.0	0.0	0.0	0.0	0.151	0.304
4321	0.476	0.226	0.007	0.387	0.15	0.0	0.0	0.0	0.0	0.301	0.216
4322	0.738	0.685	0.066	0.377	0.316	0.0	0.0	0.0	0.0	0.199	0.117
4323	0.891	0.788	0.21	0.301	0.726	0.0	0.0	0.0	0.0	0.128	0.045
4324	0.976	0.875	0.323	0.206	0.752	0.0	0.0	0.0	0.0	0.1	0.044
4325	0.956	0.928	0.399	0.32	0.721	0.0	0.0	0.0	0.0	0.053	0.05
4326	0.97	0.928	0.184	0.344	0.927	0.0	0.0	0.0	0.0	0.026	0.092
4327	0.864	0.773	0.148	0.915	0.927	0.0	0.0	0.0	0.0	0.06	0.023
4328	0.568	0.385	0.099	0.912	0.918	0.0	0.0	0.0	0.0	0.114	0.051
4329	0.229	0.152	0.0	0.741	0.999	0.0	0.0	0.0	0.0	0.095	0.037
4330	0.163	0.176	0.02	0.908	0.412	0.0	0.0	0.0	0.0	0.011	0.009
4331	0.132	0.293	0.061	0.529	0.457	0.0	0.0	0.0	0.0	0.0	0.045
4332	0.185	0.283	0.183	0.726	0.708	0.0	0.0	0.0	0.0	0.0	0.049
4333	0.253	0.271	0.2	0.682	0.557	0.0	0.0	0.0	0.0	0.007	0.027
4334	0.222	0.285	0.211	0.735	0.612	0.0	0.0	0.0	0.0	0.051	0.017
4335	0.242	0.333	0.18	0.616	0.502	0.0	0.0	0.0	0.0	0.071	0.024
4336	0.203	0.249	0.151	0.605	0.374	0.0	0.0	0.0	0.0	0.026	0.073
4337	0.12	0.278	0.115	0.466	0.291	0.0	0.0	0.0	0.0	0.074	0.127
