param wind_avail : A	B	C	D	E	F	G	H	I	J	K :=
292	0.999	0.994	0.997	0.25	0.987	0.0	0.0	0.0	0.0	0.999	0.0
293	0.997	0.997	0.998	0.218	0.996	0.0	0.0	0.0	0.0	0.999	0.0
294	0.996	0.994	0.999	0.335	0.999	0.0	0.0	0.0	0.0	1.0	0.0
295	0.992	0.996	0.999	0.346	0.999	0.0	0.0	0.0	0.0	1.0	0.0
296	0.956	0.988	0.986	0.291	0.997	0.0	0.0	0.0	0.0	1.0	0.991
297	0.923	0.959	0.961	0.527	0.995	0.0	0.0	0.0	0.0	1.0	0.989
298	0.879	0.914	0.948	0.685	0.984	0.0	0.0	0.0	0.0	1.0	0.991
299	0.755	0.906	0.945	0.605	0.928	0.0	0.0	0.0	0.0	1.0	1.0
300	0.753	0.88	0.957	0.727	0.687	0.0	0.0	0.0	0.0	0.958	1.0
301	0.426	0.815	0.935	0.617	0.623	0.0	0.0	0.0	0.0	0.766	0.998
302	0.435	0.931	0.894	0.618	0.512	0.0	0.0	0.0	0.0	0.703	0.993
303	0.394	0.9	0.925	0.47	0.522	0.0	0.0	0.0	0.0	0.852	0.804
304	0.397	0.826	0.929	0.646	0.472	0.0	0.0	0.0	0.0	0.897	0.659
305	0.571	0.862	0.937	0.675	0.406	0.0	0.0	0.0	0.0	0.986	0.805
306	0.357	0.665	0.919	0.634	0.422	0.0	0.0	0.0	0.0	1.0	0.956
307	0.656	0.635	0.878	0.803	0.647	0.0	0.0	0.0	0.0	1.0	0.993
308	0.717	0.711	0.897	0.761	0.797	0.0	0.0	0.0	0.0	1.0	0.918
309	0.691	0.826	0.948	0.682	0.586	0.0	0.0	0.0	0.0	1.0	0.878
310	0.482	0.796	0.935	0.671	0.346	0.0	0.0	0.0	0.0	1.0	0.777
311	0.615	0.709	0.815	0.64	0.336	0.0	0.0	0.0	0.0	0.954	0.913
312	0.708	0.695	0.785	0.44	0.316	0.0	0.0	0.0	0.0	1.0	0.85
313	0.593	0.683	0.739	0.589	0.301	0.0	0.0	0.0	0.0	1.0	0.838
314	0.223	0.377	0.663	0.593	0.348	0.0	0.0	0.0	0.0	1.0	0.853
315	0.111	0.191	0.443	0.576	0.221	0.0	0.0	0.0	0.0	1.0	0.886
316	0.118	0.221	0.402	0.72	0.143	0.0	0.0	0.0	0.0	1.0	0.867
317	0.152	0.203	0.272	0.637	0.089	0.0	0.0	0.0	0.0	1.0	0.88
318	0.208	0.236	0.224	0.464	0.043	0.0	0.0	0.0	0.0	1.0	0.899
319	0.157	0.243	0.22	0.46	0.046	0.0	0.0	0.0	0.0	0.996	0.898
320	0.186	0.241	0.273	0.227	0.032	0.0	0.0	0.0	0.0	0.947	0.844
321	0.182	0.23	0.246	0.2	0.045	0.0	0.0	0.0	0.0	0.93	0.752
322	0.072	0.162	0.229	0.165	0.039	0.0	0.0	0.0	0.0	0.902	0.614
323	0.044	0.088	0.171	0.104	0.014	0.0	0.0	0.0	0.0	0.843	0.538
324	0.07	0.038	0.057	0.091	0.004	0.0	0.0	0.0	0.0	0.755	0.476
325	0.059	0.037	0.04	0.085	0.0	0.0	0.0	0.0	0.0	0.617	0.469
326	0.0	0.0	0.001	0.058	0.0	0.0	0.0	0.0	0.0	0.45	0.407
327	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.394	0.311
328	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.393	0.241
329	0.0	0.0	0.0	0.059	0.002	0.0	0.0	0.0	0.0	0.424	0.203
330	0.011	0.042	0.01	0.019	0.006	0.0	0.0	0.0	0.0	0.459	0.156
331	0.053	0.127	0.051	0.013	0.01	0.0	0.0	0.0	0.0	0.521	0.288
332	0.142	0.219	0.129	0.019	0.0	0.0	0.0	0.0	0.0	0.608	0.484
333	0.172	0.3	0.169	0.004	0.0	0.0	0.0	0.0	0.0	0.873	0.512
334	0.22	0.301	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.824	0.605
335	0.593	0.501	0.102	0.0	0.021	0.0	0.0	0.0	0.0	0.743	0.668
336	0.706	0.608	0.087	0.0	0.014	0.0	0.0	0.0	0.0	0.703	0.638
337	0.844	0.719	0.186	0.001	0.034	0.0	0.0	0.0	0.0	0.683	0.642
338	0.963	0.77	0.227	0.151	0.049	0.0	0.0	0.0	0.0	0.599	0.684
339	0.986	0.835	0.426	0.206	0.071	0.0	0.0	0.0	0.0	0.618	0.641
340	0.962	0.798	0.414	0.403	0.112	0.0	0.0	0.0	0.0	0.658	0.663
341	0.964	0.736	0.408	0.623	0.099	0.0	0.0	0.0	0.0	0.746	0.683
342	0.984	0.796	0.315	0.72	0.131	0.0	0.0	0.0	0.0	0.866	0.727
343	0.992	0.837	0.384	0.844	0.151	0.0	0.0	0.0	0.0	0.922	0.765
344	0.998	0.968	0.711	0.816	0.391	0.0	0.0	0.0	0.0	0.94	0.841
345	0.998	0.958	0.729	0.903	0.604	0.0	0.0	0.0	0.0	0.936	0.85
346	0.996	0.945	0.63	0.974	0.976	0.0	0.0	0.0	0.0	0.89	0.858
347	0.966	0.81	0.555	0.936	0.918	0.0	0.0	0.0	0.0	0.871	0.814
348	0.759	0.447	0.44	0.85	0.722	0.0	0.0	0.0	0.0	0.801	0.746
349	0.526	0.501	0.405	0.503	0.546	0.0	0.0	0.0	0.0	0.698	0.737
350	0.349	0.513	0.441	0.189	0.254	0.0	0.0	0.0	0.0	0.682	0.716
351	0.403	0.383	0.376	0.105	0.223	0.0	0.0	0.0	0.0	0.598	0.874
352	0.378	0.331	0.382	0.05	0.129	0.0	0.0	0.0	0.0	0.591	0.891
353	0.447	0.341	0.454	0.103	0.111	0.0	0.0	0.0	0.0	0.432	0.981
354	0.445	0.278	0.607	0.208	0.236	0.0	0.0	0.0	0.0	0.353	1.0
355	0.513	0.468	0.619	0.372	0.54	0.0	0.0	0.0	0.0	0.403	1.0
356	0.834	0.523	0.597	0.423	0.683	0.0	0.0	0.0	0.0	0.341	0.996
357	0.975	0.657	0.664	0.303	0.779	0.0	0.0	0.0	0.0	0.261	0.99
358	0.963	0.762	0.553	0.239	0.844	0.0	0.0	0.0	0.0	0.252	0.983
359	0.86	0.813	0.438	0.23	0.947	0.0	0.0	0.0	0.0	0.218	0.937
360	0.809	0.824	0.343	0.299	0.92	0.0	0.0	0.0	0.0	0.157	0.889
361	0.671	0.72	0.204	0.291	0.82	0.0	0.0	0.0	0.0	0.102	0.745
362	0.577	0.645	0.157	0.228	0.791	0.0	0.0	0.0	0.0	0.096	0.572
363	0.456	0.59	0.152	0.118	0.768	0.0	0.0	0.0	0.0	0.088	0.41
364	0.374	0.533	0.101	0.055	0.602	0.0	0.0	0.0	0.0	0.083	0.253
365	0.368	0.404	0.091	0.145	0.446	0.0	0.0	0.0	0.0	0.064	0.128
366	0.445	0.315	0.109	0.185	0.346	0.0	0.0	0.0	0.0	0.035	0.098
367	0.822	0.353	0.044	0.446	0.458	0.0	0.0	0.0	0.0	0.017	0.057
368	0.468	0.26	0.123	0.756	0.493	0.0	0.0	0.0	0.0	0.01	0.014
369	0.315	0.177	0.396	0.574	0.141	0.0	0.0	0.0	0.0	0.0	0.0
370	0.243	0.229	0.227	0.545	0.142	0.0	0.0	0.0	0.0	0.0	0.0
371	0.141	0.203	0.106	0.375	0.228	0.0	0.0	0.0	0.0	0.0	0.0
372	0.09	0.135	0.006	0.11	0.087	0.0	0.0	0.0	0.0	0.0	0.001
373	0.009	0.055	0.0	0.023	0.074	0.0	0.0	0.0	0.0	0.001	0.001
374	0.0	0.017	0.001	0.006	0.042	0.0	0.0	0.0	0.0	0.0	0.001
375	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.001	0.0
376	0.017	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.004	0.0
377	0.086	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.006	0.0
378	0.183	0.0	0.0	0.003	0.032	0.0	0.0	0.0	0.0	0.018	0.003
379	0.203	0.037	0.002	0.003	0.008	0.0	0.0	0.0	0.0	0.029	0.005
380	0.456	0.122	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.012
381	0.567	0.271	0.034	0.03	0.001	0.0	0.0	0.0	0.0	0.06	0.053
382	0.756	0.407	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.156	0.099
383	0.769	0.403	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.175	0.115
384	0.864	0.651	0.23	0.088	0.041	0.0	0.0	0.0	0.0	0.051	0.209
385	0.85	0.707	0.269	0.157	0.012	0.0	0.0	0.0	0.0	0.058	0.394
386	0.783	0.649	0.358	0.08	0.0	0.0	0.0	0.0	0.0	0.153	0.381
387	0.906	0.591	0.228	0.076	0.007	0.0	0.0	0.0	0.0	0.178	0.285
388	0.871	0.656	0.151	0.302	0.002	0.0	0.0	0.0	0.0	0.605	0.325
389	0.929	0.812	0.405	0.186	0.065	0.0	0.0	0.0	0.0	0.359	0.176
390	0.924	0.815	0.452	0.073	0.346	0.0	0.0	0.0	0.0	0.218	0.228
391	0.902	0.805	0.656	0.036	0.324	0.0	0.0	0.0	0.0	0.089	0.377
392	0.914	0.849	0.538	0.031	0.273	0.0	0.0	0.0	0.0	0.056	0.488
393	0.88	0.847	0.374	0.02	0.21	0.0	0.0	0.0	0.0	0.22	0.369
394	0.832	0.866	0.607	0.008	0.365	0.0	0.0	0.0	0.0	0.206	0.522
395	0.813	0.778	0.468	0.0	0.208	0.0	0.0	0.0	0.0	0.267	0.489
396	0.548	0.545	0.329	0.0	0.582	0.0	0.0	0.0	0.0	0.31	0.38
397	0.415	0.572	0.347	0.017	0.212	0.0	0.0	0.0	0.0	0.476	0.204
398	0.527	0.676	0.363	0.218	0.266	0.0	0.0	0.0	0.0	0.589	0.116
399	0.533	0.679	0.348	0.252	0.237	0.0	0.0	0.0	0.0	0.523	0.047
400	0.683	0.821	0.312	0.4	0.238	0.0	0.0	0.0	0.0	0.522	0.045
401	0.752	0.879	0.37	0.574	0.313	0.0	0.0	0.0	0.0	0.488	0.059
402	0.681	0.848	0.346	0.573	0.421	0.0	0.0	0.0	0.0	0.571	0.112
403	0.964	0.937	0.495	0.815	0.444	0.0	0.0	0.0	0.0	0.668	0.162
404	0.999	0.977	0.619	0.96	0.726	0.0	0.0	0.0	0.0	0.606	0.146
405	1.0	0.997	0.804	0.996	0.944	0.0	0.0	0.0	0.0	0.656	0.106
406	1.0	0.999	0.892	0.996	0.998	0.0	0.0	0.0	0.0	0.502	0.496
407	1.0	0.999	0.971	0.992	0.995	0.0	0.0	0.0	0.0	0.465	0.79
408	1.0	0.999	0.953	0.998	0.989	0.0	0.0	0.0	0.0	0.709	0.702
409	1.0	0.999	0.858	0.999	0.874	0.0	0.0	0.0	0.0	0.489	0.71
410	1.0	1.0	0.199	0.999	0.901	0.0	0.0	0.0	0.0	0.551	0.749
411	1.0	1.0	0.266	0.998	0.718	0.0	0.0	0.0	0.0	0.912	0.529
412	1.0	1.0	0.823	0.998	0.848	0.0	0.0	0.0	0.0	1.0	0.466
413	1.0	1.0	0.826	0.995	0.671	0.0	0.0	0.0	0.0	1.0	0.661
414	1.0	1.0	0.791	0.999	0.628	0.0	0.0	0.0	0.0	1.0	0.502
415	1.0	1.0	0.819	0.995	0.482	0.0	0.0	0.0	0.0	1.0	0.549
416	1.0	1.0	0.947	0.981	0.522	0.0	0.0	0.0	0.0	0.969	0.696
417	0.999	1.0	0.904	0.978	0.511	0.0	0.0	0.0	0.0	0.938	0.645
418	1.0	1.0	0.869	0.979	0.476	0.0	0.0	0.0	0.0	0.927	0.383
419	0.999	0.999	0.664	0.971	0.447	0.0	0.0	0.0	0.0	1.0	0.349
420	0.996	0.998	0.593	0.917	0.278	0.0	0.0	0.0	0.0	1.0	0.536
421	0.991	0.986	0.503	0.908	0.274	0.0	0.0	0.0	0.0	1.0	0.131
422	0.989	0.955	0.301	0.938	0.25	0.0	0.0	0.0	0.0	1.0	0.001
423	0.979	0.961	0.22	0.878	0.446	0.0	0.0	0.0	0.0	1.0	0.325
424	0.975	0.911	0.178	0.891	0.479	0.0	0.0	0.0	0.0	0.981	0.591
425	0.994	0.966	0.187	0.868	0.669	0.0	0.0	0.0	0.0	0.894	0.676
426	0.993	0.961	0.191	0.851	0.422	0.0	0.0	0.0	0.0	0.897	0.889
427	0.998	0.973	0.169	0.895	0.414	0.0	0.0	0.0	0.0	0.897	0.982
428	0.999	0.993	0.322	0.912	0.669	0.0	0.0	0.0	0.0	0.951	1.0
429	1.0	0.999	0.287	0.96	0.602	0.0	0.0	0.0	0.0	0.991	1.0
430	1.0	0.999	0.485	0.953	0.374	0.0	0.0	0.0	0.0	0.997	0.853
431	1.0	0.999	0.312	0.936	0.512	0.0	0.0	0.0	0.0	0.99	0.728
432	1.0	1.0	0.0	0.889	0.465	0.0	0.0	0.0	0.0	0.912	0.736
433	1.0	1.0	0.0	0.866	0.345	0.0	0.0	0.0	0.0	0.782	0.758
434	1.0	1.0	0.007	0.889	0.572	0.0	0.0	0.0	0.0	0.566	0.738
435	1.0	1.0	0.235	0.825	0.509	0.0	0.0	0.0	0.0	0.311	0.724
436	1.0	0.999	0.427	0.775	0.781	0.0	0.0	0.0	0.0	0.571	0.605
437	1.0	0.997	0.524	0.677	0.837	0.0	0.0	0.0	0.0	0.878	0.766
438	0.999	0.995	0.727	0.681	0.874	0.0	0.0	0.0	0.0	0.99	0.815
439	0.999	0.998	0.769	0.744	0.852	0.0	0.0	0.0	0.0	0.996	0.81
440	0.999	0.996	0.727	0.557	0.724	0.0	0.0	0.0	0.0	0.988	0.904
441	0.999	0.994	0.614	0.397	0.535	0.0	0.0	0.0	0.0	0.995	0.95
442	0.999	0.998	0.634	0.375	0.582	0.0	0.0	0.0	0.0	0.968	0.935
443	0.999	0.991	0.328	0.593	0.568	0.0	0.0	0.0	0.0	0.862	0.893
444	0.999	0.986	0.249	0.653	0.45	0.0	0.0	0.0	0.0	0.732	0.749
445	0.999	0.992	0.257	0.661	0.41	0.0	0.0	0.0	0.0	0.759	0.692
446	0.995	0.996	0.324	0.552	0.428	0.0	0.0	0.0	0.0	0.832	0.65
447	0.999	0.995	0.257	0.724	0.368	0.0	0.0	0.0	0.0	0.917	0.726
448	1.0	0.986	0.18	0.663	0.325	0.0	0.0	0.0	0.0	0.898	0.721
449	1.0	0.973	0.251	0.648	0.457	0.0	0.0	0.0	0.0	0.867	0.76
450	1.0	0.976	0.26	0.726	0.528	0.0	0.0	0.0	0.0	0.823	0.734
451	1.0	0.989	0.551	0.79	0.62	0.0	0.0	0.0	0.0	0.911	0.778
452	1.0	0.999	0.906	0.811	0.816	0.0	0.0	0.0	0.0	0.885	0.855
453	1.0	0.999	0.94	0.915	0.616	0.0	0.0	0.0	0.0	0.893	0.93
454	0.999	1.0	0.916	0.981	0.806	0.0	0.0	0.0	0.0	0.899	0.984
455	1.0	1.0	0.823	0.994	0.998	0.0	0.0	0.0	0.0	0.939	0.978
456	0.999	1.0	0.057	0.992	0.999	0.0	0.0	0.0	0.0	0.965	0.881
457	0.999	1.0	0.05	0.989	0.999	0.0	0.0	0.0	0.0	0.978	0.932
458	1.0	1.0	0.316	0.99	1.0	0.0	0.0	0.0	0.0	0.984	0.992
459	1.0	1.0	0.776	0.997	1.0	0.0	0.0	0.0	0.0	0.987	1.0
460	1.0	1.0	0.999	1.0	1.0	0.0	0.0	0.0	0.0	0.988	1.0
461	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.961	1.0
462	1.0	1.0	0.994	1.0	1.0	0.0	0.0	0.0	0.0	0.991	1.0
463	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
464	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
465	1.0	1.0	0.777	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
466	1.0	1.0	0.286	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
467	1.0	1.0	0.163	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
468	1.0	0.999	0.314	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.999
469	1.0	0.999	0.612	1.0	1.0	0.0	0.0	0.0	0.0	0.995	1.0
470	1.0	0.993	0.535	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.999
471	1.0	0.996	0.481	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
472	1.0	0.998	0.41	0.999	0.999	0.0	0.0	0.0	0.0	1.0	1.0
473	1.0	0.982	0.551	0.999	0.999	0.0	0.0	0.0	0.0	0.999	1.0
474	0.999	0.935	0.32	0.999	0.997	0.0	0.0	0.0	0.0	0.988	1.0
475	0.997	0.916	0.435	0.999	0.998	0.0	0.0	0.0	0.0	0.976	1.0
476	0.962	0.787	0.4	0.999	0.993	0.0	0.0	0.0	0.0	0.991	1.0
477	0.855	0.634	0.58	0.999	0.981	0.0	0.0	0.0	0.0	0.982	1.0
478	0.848	0.645	0.647	0.999	0.93	0.0	0.0	0.0	0.0	0.81	0.995
479	0.845	0.766	0.669	0.999	0.947	0.0	0.0	0.0	0.0	0.673	0.947
480	0.949	0.851	0.459	0.986	0.846	0.0	0.0	0.0	0.0	0.584	0.884
481	0.967	0.889	0.724	0.896	0.814	0.0	0.0	0.0	0.0	0.472	0.834
482	0.961	0.93	0.486	0.579	0.737	0.0	0.0	0.0	0.0	0.336	0.76
483	0.94	0.904	0.686	0.181	0.606	0.0	0.0	0.0	0.0	0.404	0.583
484	0.889	0.901	0.799	0.054	0.442	0.0	0.0	0.0	0.0	0.435	0.404
485	0.837	0.914	0.679	0.04	0.373	0.0	0.0	0.0	0.0	0.287	0.469
486	0.632	0.714	0.553	0.022	0.292	0.0	0.0	0.0	0.0	0.185	0.414
487	0.366	0.669	0.17	0.008	0.185	0.0	0.0	0.0	0.0	0.183	0.345
488	0.097	0.56	0.292	0.0	0.159	0.0	0.0	0.0	0.0	0.223	0.296
489	0.083	0.283	0.086	0.0	0.184	0.0	0.0	0.0	0.0	0.191	0.292
490	0.142	0.142	0.031	0.0	0.205	0.0	0.0	0.0	0.0	0.21	0.272
491	0.253	0.179	0.025	0.0	0.135	0.0	0.0	0.0	0.0	0.271	0.226
492	0.401	0.249	0.003	0.0	0.038	0.0	0.0	0.0	0.0	0.255	0.172
493	0.387	0.233	0.006	0.0	0.034	0.0	0.0	0.0	0.0	0.146	0.122
494	0.54	0.27	0.059	0.019	0.246	0.0	0.0	0.0	0.0	0.079	0.104
495	0.413	0.2	0.037	0.017	0.117	0.0	0.0	0.0	0.0	0.056	0.061
496	0.338	0.243	0.006	0.0	0.16	0.0	0.0	0.0	0.0	0.05	0.031
497	0.38	0.278	0.003	0.0	0.119	0.0	0.0	0.0	0.0	0.051	0.014
498	0.354	0.138	0.006	0.013	0.034	0.0	0.0	0.0	0.0	0.049	0.013
499	0.302	0.077	0.017	0.029	0.097	0.0	0.0	0.0	0.0	0.0	0.02
500	0.235	0.223	0.061	0.002	0.169	0.0	0.0	0.0	0.0	0.018	0.011
501	0.148	0.131	0.013	0.002	0.163	0.0	0.0	0.0	0.0	0.063	0.007
502	0.181	0.202	0.014	0.079	0.104	0.0	0.0	0.0	0.0	0.055	0.007
503	0.257	0.182	0.0	0.217	0.094	0.0	0.0	0.0	0.0	0.071	0.001
504	0.409	0.303	0.047	0.352	0.164	0.0	0.0	0.0	0.0	0.014	0.001
505	0.599	0.477	0.093	0.261	0.132	0.0	0.0	0.0	0.0	0.0	0.0
506	0.448	0.562	0.089	0.275	0.082	0.0	0.0	0.0	0.0	0.0	0.001
507	0.312	0.262	0.092	0.418	0.117	0.0	0.0	0.0	0.0	0.0	0.001
508	0.233	0.191	0.044	0.621	0.052	0.0	0.0	0.0	0.0	0.036	0.0
509	0.534	0.056	0.029	0.638	0.084	0.0	0.0	0.0	0.0	0.128	0.0
510	0.383	0.077	0.003	0.632	0.066	0.0	0.0	0.0	0.0	0.376	0.0
511	0.281	0.113	0.0	0.48	0.012	0.0	0.0	0.0	0.0	0.49	0.004
512	0.605	0.093	0.025	0.497	0.0	0.0	0.0	0.0	0.0	0.549	0.004
513	0.311	0.258	0.122	0.584	0.012	0.0	0.0	0.0	0.0	0.387	0.006
514	0.45	0.127	0.143	0.727	0.063	0.0	0.0	0.0	0.0	0.174	0.016
515	0.939	0.15	0.14	0.627	0.277	0.0	0.0	0.0	0.0	0.0	0.059
516	0.909	0.605	0.269	0.588	0.484	0.0	0.0	0.0	0.0	0.02	0.163
517	0.999	0.827	0.368	0.58	0.637	0.0	0.0	0.0	0.0	0.006	0.153
518	0.999	0.902	0.564	0.651	0.808	0.0	0.0	0.0	0.0	0.0	0.157
519	0.968	0.726	0.469	0.576	0.552	0.0	0.0	0.0	0.0	0.001	0.224
520	0.999	0.955	0.281	0.718	0.667	0.0	0.0	0.0	0.0	0.002	0.262
521	0.986	0.903	0.278	0.901	0.997	0.0	0.0	0.0	0.0	0.044	0.387
522	0.999	0.984	0.364	0.993	0.999	0.0	0.0	0.0	0.0	0.081	0.558
523	0.984	0.982	0.463	0.906	0.999	0.0	0.0	0.0	0.0	0.223	0.75
524	0.982	0.952	0.605	0.992	0.999	0.0	0.0	0.0	0.0	0.214	0.833
525	0.998	0.986	0.571	0.869	0.999	0.0	0.0	0.0	0.0	0.42	0.937
526	0.997	0.989	0.603	0.406	0.999	0.0	0.0	0.0	0.0	0.637	0.998
527	0.999	0.976	0.77	0.523	1.0	0.0	0.0	0.0	0.0	0.811	1.0
528	0.999	0.997	0.878	0.071	1.0	0.0	0.0	0.0	0.0	0.952	1.0
529	1.0	0.993	0.767	0.014	1.0	0.0	0.0	0.0	0.0	0.984	1.0
530	0.998	0.905	0.708	0.088	1.0	0.0	0.0	0.0	0.0	0.943	1.0
531	0.999	0.927	0.833	0.991	1.0	0.0	0.0	0.0	0.0	0.992	1.0
532	1.0	0.988	0.655	0.999	1.0	0.0	0.0	0.0	0.0	1.0	1.0
533	0.999	0.997	0.961	0.995	1.0	0.0	0.0	0.0	0.0	1.0	1.0
534	0.998	0.997	0.917	0.994	1.0	0.0	0.0	0.0	0.0	1.0	1.0
535	0.499	0.998	0.565	0.998	1.0	0.0	0.0	0.0	0.0	1.0	1.0
536	0.388	0.758	0.897	0.115	1.0	0.0	0.0	0.0	0.0	1.0	1.0
537	0.943	0.605	0.266	0.504	0.996	0.0	0.0	0.0	0.0	1.0	1.0
538	0.712	0.555	0.127	0.985	0.998	0.0	0.0	0.0	0.0	1.0	1.0
539	0.855	0.634	0.435	0.988	0.967	0.0	0.0	0.0	0.0	1.0	1.0
540	0.988	0.911	0.305	0.794	0.997	0.0	0.0	0.0	0.0	0.999	0.999
541	0.735	0.974	0.462	0.453	0.941	0.0	0.0	0.0	0.0	0.992	1.0
542	0.991	0.922	0.777	0.905	0.647	0.0	0.0	0.0	0.0	1.0	0.999
543	0.999	0.982	0.51	0.666	0.757	0.0	0.0	0.0	0.0	1.0	0.0
544	0.999	0.952	0.659	0.722	0.981	0.0	0.0	0.0	0.0	1.0	0.0
545	1.0	0.966	0.586	0.752	0.998	0.0	0.0	0.0	0.0	0.989	0.984
546	0.998	0.993	0.69	0.996	1.0	0.0	0.0	0.0	0.0	0.623	1.0
547	1.0	0.991	0.635	0.904	0.999	0.0	0.0	0.0	0.0	0.97	1.0
548	1.0	0.998	0.997	0.999	0.999	0.0	0.0	0.0	0.0	1.0	1.0
549	1.0	1.0	0.988	1.0	0.997	0.0	0.0	0.0	0.0	0.994	1.0
550	1.0	1.0	1.0	0.999	1.0	0.0	0.0	0.0	0.0	1.0	1.0
551	1.0	1.0	1.0	0.999	1.0	0.0	0.0	0.0	0.0	1.0	1.0
552	0.999	1.0	1.0	0.999	1.0	0.0	0.0	0.0	0.0	0.988	1.0
553	0.999	1.0	0.997	0.999	1.0	0.0	0.0	0.0	0.0	0.978	1.0
554	0.999	1.0	0.999	1.0	1.0	0.0	0.0	0.0	0.0	0.983	0.999
555	0.995	0.999	0.992	1.0	1.0	0.0	0.0	0.0	0.0	0.993	0.987
556	0.966	0.996	0.991	1.0	0.999	0.0	0.0	0.0	0.0	1.0	1.0
557	0.817	0.947	0.978	1.0	0.996	0.0	0.0	0.0	0.0	1.0	1.0
558	0.781	0.909	0.965	1.0	0.988	0.0	0.0	0.0	0.0	1.0	1.0
559	0.79	0.828	0.974	1.0	0.981	0.0	0.0	0.0	0.0	0.973	1.0
560	0.546	0.819	0.916	0.999	0.931	0.0	0.0	0.0	0.0	0.92	1.0
561	0.571	0.887	0.861	0.999	0.917	0.0	0.0	0.0	0.0	1.0	1.0
562	0.48	0.755	0.918	0.999	0.809	0.0	0.0	0.0	0.0	1.0	1.0
563	0.552	0.78	0.932	0.987	0.746	0.0	0.0	0.0	0.0	0.927	1.0
564	0.513	0.705	0.858	0.965	0.497	0.0	0.0	0.0	0.0	0.884	1.0
565	0.346	0.646	0.803	0.932	0.371	0.0	0.0	0.0	0.0	0.871	1.0
566	0.156	0.362	0.595	0.889	0.251	0.0	0.0	0.0	0.0	0.9	0.993
567	0.221	0.358	0.413	0.896	0.313	0.0	0.0	0.0	0.0	0.913	0.979
568	0.259	0.295	0.401	0.936	0.33	0.0	0.0	0.0	0.0	0.903	0.968
569	0.212	0.36	0.522	0.941	0.39	0.0	0.0	0.0	0.0	0.912	0.953
570	0.186	0.269	0.521	0.942	0.502	0.0	0.0	0.0	0.0	0.945	0.972
571	0.158	0.258	0.43	0.958	0.589	0.0	0.0	0.0	0.0	0.972	0.975
572	0.122	0.27	0.349	0.976	0.676	0.0	0.0	0.0	0.0	0.941	0.987
573	0.091	0.262	0.317	0.965	0.85	0.0	0.0	0.0	0.0	0.96	0.898
574	0.161	0.308	0.405	0.896	0.835	0.0	0.0	0.0	0.0	0.792	0.734
575	0.098	0.352	0.37	0.829	0.764	0.0	0.0	0.0	0.0	0.402	0.443
576	0.135	0.445	0.438	0.905	0.732	0.0	0.0	0.0	0.0	0.248	0.266
577	0.2	0.377	0.387	0.934	0.563	0.0	0.0	0.0	0.0	0.365	0.234
578	0.152	0.522	0.455	0.951	0.672	0.0	0.0	0.0	0.0	0.827	0.42
579	0.12	0.426	0.45	0.91	0.695	0.0	0.0	0.0	0.0	0.883	0.416
580	0.066	0.318	0.408	0.875	0.487	0.0	0.0	0.0	0.0	0.551	0.293
581	0.066	0.302	0.393	0.83	0.36	0.0	0.0	0.0	0.0	0.394	0.336
582	0.071	0.335	0.338	0.823	0.328	0.0	0.0	0.0	0.0	0.609	0.422
583	0.019	0.258	0.248	0.798	0.39	0.0	0.0	0.0	0.0	0.465	0.645
584	0.002	0.167	0.165	0.834	0.224	0.0	0.0	0.0	0.0	0.856	0.767
585	0.0	0.119	0.162	0.865	0.236	0.0	0.0	0.0	0.0	0.967	0.886
586	0.054	0.128	0.088	0.908	0.125	0.0	0.0	0.0	0.0	0.977	0.924
587	0.08	0.107	0.109	0.878	0.095	0.0	0.0	0.0	0.0	0.888	0.933
588	0.039	0.03	0.026	0.878	0.053	0.0	0.0	0.0	0.0	0.819	0.793
589	0.062	0.006	0.0	0.911	0.043	0.0	0.0	0.0	0.0	0.727	0.703
590	0.116	0.015	0.0	0.9	0.057	0.0	0.0	0.0	0.0	0.679	0.736
591	0.274	0.066	0.002	0.915	0.086	0.0	0.0	0.0	0.0	0.454	0.787
592	0.306	0.142	0.019	0.92	0.105	0.0	0.0	0.0	0.0	0.378	0.852
593	0.147	0.168	0.02	0.921	0.195	0.0	0.0	0.0	0.0	0.436	0.945
594	0.082	0.184	0.052	0.946	0.164	0.0	0.0	0.0	0.0	0.574	0.997
